div_text;label;city;place
فيها حاله دفا ولكن ارجو الاهتمام اكثر;2;جده;جدة القديمة البلد 
هي عبارة عن الاحياء القديمة لجدة تسمى جدة البلد يوجد بها اسواق ومحلات كثيرة للتسوق ومتاحف صغيرة مثل بيت نصيف وغيره مكان جميل جدا انصح به في الشهور المعتدلة الجو;2;جده;جدة القديمة البلد 
تعرض منطقة البلد القديمة بفنها المعماري المُتكون من الطوب، والخشب أسلوب حياة العرب ومعيشتهم، كما أنها تحتوي على قصر بيت نفيس القديم فيها، والذي يُشكل اليوم مركزًا ثقافيًا تُقام فيه المعارض والمحاضرات. وتجمع البلد بين المباني القديمة، …;2;جده;جدة القديمة البلد 
"البلدة هي بلدة تفوح منها عبق التاريج وحنين الماضي
هناك روحانية خلال المشي في هذه البلدة
لكن من المؤسف أنه غير معتنى بها أبداً …";2;جده;جدة القديمة البلد 
بجوار المواقف فيه خدمة التاكسي السياحيه(شبيهه بسيارة القولف) تاخذك بجوله 40 دقيقه بـ 50 ريال او 20 دقيقه بـ 25 ريال انصح بأخذ جوله معه المرشدين ويعلمونك بأسماء المباني واعمارها …;2;جده;جدة القديمة البلد 
تلفريك الهدا الطائف;2;الطايف;تلفريك الهدا 
ارضيات التلفريك المفترض تكون قزاز مقوا حتى تصير المناظر ;2;الطايف;تلفريك الهدا 
تلفريك بسيط مدة ربع ساعه ينزل للقريه المائية;2;الطايف;تلفريك الهدا 
مكان سياحي يحتاج للاهتمام والفعاليات;2;الطايف;تلفريك الهدا 
لا أنصح به للي يخاف من المرتفعات;2;الطايف;تلفريك الهدا 
شفت وانا عابر طريق;2;الطايف;تلفريك الهدا 
بلدة التراث والزمان القديم ????????;2;العلا;بلدة العلا القديمة
تجربة تنقلك من قمم الطائف لنعمان;2;الطايف;تلفريك الهدا 
الصعود عليه يعطيك شعور غريب;2;الطايف;تلفريك الهدا 
التلفريك يمر بك عبر جبال وانحدارات صغرية ، الغطاء النباتي متواضع ، لكنها تجربة تستحق المغامرة;2;الطايف;تلفريك الهدا 
زرت المنتجع صيف هذا العام يوليو ???? التقييم بشكل عام متوسط للاسباب التالية ;2;الطايف;تلفريك الهدا 
"منتجع وفندق رمادا الهدا ينطلق منه التلفريك نزولا وثم صعودا وبالأسفل مدينة ألعاب تحتوي ألعاب مائية وزحلاقية صيفية ومقهى ومطعم وجلسات ومحلات هدايا وغيره ..
وفوق يوجد مسجد وفندق وأجنحة ومطعم أونو للبيتزا والستيكات وبقالة .. رسوم الدخول …";2;الطايف;تلفريك الهدا 
يقع في الهداء وينزل فيك الى منتزه وملاهي مائيه.;2;الطايف;تلفريك الهدا 
تلفريك عالمي ولكن يحتاج لمزيد من الاهتمام والدعاية وجذب السياح الية فالمشروع  ويمكن يستغل بطريقة افضل اتمنى ان يعطى لشركة عالمية لتطويره ;2;الطايف;تلفريك الهدا 
فهو علامة لمدينة الطائف الحبيبة ومقصد السياحة الداخلية والخليجية اتمنى الاهتمام بالمشروع واعطاه لفته من قبل المسئولين;2;الطايف;تلفريك الهدا 
قدامه محل شاهي على الحطب نجيه;2;الطايف;تلفريك الهدا 
المدخل يحتاج إلى تطوير وتحسين;2;الطايف;تلفريك الهدا 
 تحت العاب اطفال والعاب مائيه;2;الطايف;تلفريك الهدا 
بحاجة الى فكر سياحي راقي وعروض جذب للسياح;2;الطايف;تلفريك الهدا 
منطقة الهدا في غرب مدينة الطائف والمطلة على قمم جبال الكر المطلة على اعظم واقدس بقعة في العالم الا وهي مكة المكرمة;2;الطايف;تلفريك الهدا 
مناخ وطقس بارد صيفا حيث تعتبر واجهة للسياحة الداخلية والدينية بالمملكة ولكنها تحتاج لمزيد من الاهتمام والارتقاء …;2;الطايف;تلفريك الهدا 
تنقلك عرباته من اعلى الهداء الى اسفله عبر جبال الكر الشامخة و مشاهدة المناظر وطريق الكرى;2;الطايف;تلفريك الهدا 
تصل على منتزه فيه العاب مائية و حولها مطاعم و مقهى سعر التلفريك للفرد ?? و المحلات بالحديقة بالعادة;2;الطايف;تلفريك الهدا 
قرية الكر بحاجه الى المزيد من العناية والتطوير;2;الطايف;تلفريك الهدا 
النزول تحس برهبه مع العواء تحس العربه تهتز شوي .. بس تنزل تحت الدرجة الحراره تبدأ بالارتفاع ;2;الطايف;تلفريك الهدا 
مكتوب في الموقع انه يفتح الساعة ? ولم يفتح الا الساعة ? فحصل تعطل لانه كنت مضطرة  انزل مكة;2;الطايف;تلفريك الهدا 
تلفريك مشهور بين فندق رمادا بالهدا و طريق كرى;2;الطايف;تلفريك الهدا 
التلفريك فتح ? مساء وليس من الصباح;2;الطايف;تلفريك الهدا 
"
تجربة لطيفة ولكنها مخيفة لاصحاب فوبيا المرتفعات";2;الطايف;تلفريك الهدا 
افضل وقت للزيارة بعد المغرب وقبل عتمة الليل لتفادي الحرارة والتعرض للشمس مباشرة;2;الطايف;تلفريك الهدا 
يفضل ان تجيب معك لوازم السباحة للسباحة والاستمتاع ثم العودة;2;الطايف;تلفريك الهدا 
تقريبا ياخذ وقت 20 - 15 دقيقه;2;الطايف;تلفريك الهدا 
 يستفيدون من الجبال زراعه أشجار;2;الطايف;تلفريك الهدا 
 يطل على وادي نعمان من أعالي جبال الهدا ويعبر من فوق طريق الهدا المشهور;2;الطايف;تلفريك الهدا 
?احد احدث الاماكن في الرياض يتميز بوجود مطاعم راقية ليس لها فروع في اماكن اخرى وكذلك التصميم;2;الرياض;بوليفارد الرياض 
يوم الجمعة وبعد صلاة الجمعة يكون المكان هادئ وتفتح أغلب المطاعم ;2;الرياض;بوليفارد الرياض 
المساحة تكفي لمقهي واحد متنوع او مطعم;2;الرياض;بوليفارد الرياض 
جانا شتاء وراح الشتاء ??????;2;الرياض;بوليفارد الرياض 
فيه ستار بوكس;2;الرياض;بوليفارد الرياض 
فيها كفيهات ;2;الرياض;بوليفارد الرياض 
يوجد به اكبر ستاربكس في الشرق الاوسط;2;الرياض;بوليفارد الرياض 
وقت جو معتدل يعني شتاء و نافورة مع كم زياره;2;الرياض;بوليفارد الرياض 
فيه كافيهات ومطاعم اسماء رنانه ومتنوع المجمع ;2;الرياض;بوليفارد الرياض 
بعض المنافذ المؤديه الى المجمع تغلق نهاية الاسبوع ;2;الرياض;بوليفارد الرياض 
المكان عبارة عن مطاعم و مقاهي المكان مفتوح ما يناسب في فصل الصيف او فترة الحر;2;الرياض;بوليفارد الرياض 
افضل وقت يجي الفتره الصباحيه;2;الرياض;بوليفارد الرياض 
اتمنى توسعة مواقف السيارات حتى يتسع للكثير من الزوار;2;الرياض;بوليفارد الرياض 
 اتمنى عمل عروض يومية للزوار كل يوم ساعة سواء فلكلور سعودي أو عرض مسرحي بسيط أو حتى وضع شاشة تتحدث عن القيم;2;الرياض;بوليفارد الرياض 
 المفترض توفرها في قائد المركبة ساعة مقسمة ? أجزاء.;2;الرياض;بوليفارد الرياض 
"يقع مشروع بوليفارد الرياض في حي حطين السكني (طريق الأمير تركي الأول؛ مخرج 2) ";2;الرياض;بوليفارد الرياض 
يعتبر أحد أرقى أحياء الرياض الجديدة وعلى بعد مسافة لا تذكر من مركز الملك عبد الله المالي ;2;الرياض;بوليفارد الرياض 
سوف يشكل علامة فارقة في عالم المال والأعمال بالرياض عند اكتمال …;2;الرياض;بوليفارد الرياض 
البوليفارد يعتبر مكان مخصوص لناس مخصوصه;2;الرياض;بوليفارد الرياض 
مجموعه مطاعم ومقاهي ومحلات ملابس ونظارات وصيدلية ً;2;الرياض;بوليفارد الرياض 
وجود مطاعم مشهورة ومقهى ستار بكس وزعتر وزيت ومطعم تركي ;2;الرياض;بوليفارد الرياض 
يوجد محل يبيع نوادر التحف;2;الرياض;بوليفارد الرياض 
يوجد منطقه الألعاب و بعض المحالات;2;الرياض;بوليفارد الرياض 
بلدة أهل العلا قديما;2;العلا;بلدة العلا القديمة
اقترح وضع معلومات أكثر جوار كل معلم;2;العلا;بلدة العلا القديمة
 العلا تلك المدينة الفريدة التي تقع في الجزء الشمالي الغربي على بعد 370 كم من المدينة المنورة;2;العلا;بلدة العلا القديمة
ذات الشهرة العالمية لكونها تعد من أغنى وأقدم المواقع التاريخية والأثرية على مستوى العالم;2;العلا;بلدة العلا القديمة
 ففي عمق التاريخ تبوأت العلا موقعاً تجارياً ;2;العلا;بلدة العلا القديمة
وهي تعود لبداية توحيد المملكة العربية السعودية قبل 88 عام ;2;العلا;بلدة العلا القديمة
وتعد البلدة القديمة للسكان الحاليين بالعلا ومنها توسعت العلا بشكلها الحالي ونهضتها العمرانية الحديثة;2;العلا;بلدة العلا القديمة
والبلدة تحتاج لترميم الابنية الطينية والحجرية لتضل معلم تاريخي للعصر الحديث بعلا التاريخ;2;العلا;بلدة العلا القديمة
تعتبر البلدة التراثية في محافظة العلا من الوجهات السياحية والتراثية المميزة على مستوى المملكة;2;العلا;بلدة العلا القديمة
 ويعود تاريخ البلدة لبدايات العصر الإسلامي وتعد إحدى ثلاث مدن إسلامية في العالم ما زالت باقية;2;العلا;بلدة العلا القديمة
تحتاج في الالايام هذي للي نظام رذاذ كامل;2;العلا;بلدة العلا القديمة
 بمساجدها ومنازلها وأسواقها وأسوارها.;2;العلا;بلدة العلا القديمة
بيوت طين اثريه كآثار ;2;العلا;بلدة العلا القديمة
يجب حجز تذكرة دخول من الموقع الألكتروني او من مركز المعلومات المتواجد في المتنزه الشمالي الشتوي ;2;العلا;بلدة العلا القديمة
 البلدة يجب الذهاب أولاً للمتنزه الشتوي لإيقاف سيارتك في المواقف المجانية ثم الركوب في الحافلة المجانية المخصصة لزيارة ;2;العلا;بلدة العلا القديمة
الذهاب والعودة نفس الشيء;2;العلا;بلدة العلا القديمة
البلدة التراثية في العلا  هي من اهم المعالم التاريخية التراثية في المملكة حيث تتميز بالكثير من المعالم المتميزة عن  غيرها من البلدان القديمة ;2;العلا;بلدة العلا القديمة
 ومنها الطنطورة ومسجد العظام الكبير  والتفاصيل الكثيرة  داخلها  وابواب الاسوار  المحصنة لها  وعين تدعل التاريخية وغيرها ;2;العلا;بلدة العلا القديمة
تحتاج تطوير اكثر للبلدة القديمة;2;العلا;بلدة العلا القديمة
باقي وقت وتكتمل المحلات;2;العلا;بلدة العلا القديمة
البلدة القديمة يرجع عمرها اكثر من 200 سنة ،، يبلغ عدد  البيوت اكثر من 900 منزل ،، وللبلدة القديمة لها 14 باب للدخول اليها.;2;العلا;بلدة العلا القديمة
المكان عبارة عن ممشى تراثي ومحلات تراثية لبيع الهدايا التذكارية;2;العلا;بلدة العلا القديمة
ممر في كشكاك للبع الملابس و التحف وبعض الكوفيهات و المطاعم;2;العلا;بلدة العلا القديمة
يحتاج اهتمام أكثر مثل استقطاب الكافيهات الكبيرة.;2;العلا;بلدة العلا القديمة
حيث أشاد بها الرحالة المسافرون من القرن الثاني عشر وحتى القرن العشرين عندما بُنيت;2;العلا;بلدة العلا القديمة
..  ايضا بقية المنازل تحتاج الاهتمام بأسرع وقت وتفعيلها سنين مرت وهي على الحال;2;العلا;بلدة العلا القديمة
في القرن الثاني عشر، أصبحتْ بلدة العلا القديمة مستوطنةً جوهريةً على طول طريق الحج من دمشق إلى مكة المكرمة،;2;العلا;بلدة العلا القديمة
 وقد حلّتْ البلدة تدريجيًا محلّ القرح جنوب العلا;2;العلا;بلدة العلا القديمة
المدينة تنقل التراث بشكل غير مباشر الى الزوار تحتاج الى الإصلاحات ارجوا ان تنجز في اقرب وقت;2;العلا;بلدة العلا القديمة
بلدة العلا القديمة فيها قسمين قسم بفلوس وقسم متاح;2;العلا;بلدة العلا القديمة
فيها اسواق وكافيهات ومطاعم وجلسات ;2;العلا;بلدة العلا القديمة
يوجد هذا المكان وهذا السوق من وسط المدينة التراثية والتاريخية ;2;العلا;بلدة العلا القديمة
ليكون نابضاً بالحياة ومعلناً عن عودة الحياة للمدينة بأكملها ومن ضمنها المدينة التراثية بأسواقها العتيقة;2;العلا;بلدة العلا القديمة
  من المواقع الأساسية التي يلزم زيارتها في المدينة هذا الموقع;2;العلا;بلدة العلا القديمة
صادفت يومي تاسوعاء  وعاشوراء حجزنا التذاكر اون لاين عبر تطبيق;2;العلا;بلدة العلا القديمة
 اكتشف العلا لجولتين إلى الحجر مدائن صالح صباحا 8:00 ;2;العلا;بلدة العلا القديمة
شاهدنا قصر البنت ومقبرة لحيان القصر الفريد وغيرها ;2;العلا;بلدة العلا القديمة
إلى حضارة دادان شاهدنا مقابر الأسود ثم جبل;2;العلا;بلدة العلا القديمة
انتقلت لمقرها الجديد في الواجهة البحرية;2;الدمام;القرية الشعبية 
عندهم مقلوبة دجاج تحتاج طلب مسبق قبل بساعة;2;الدمام;القرية الشعبية 
اقترح وضع سفينه بحريه من النوع القديم (جالوت )أمام القريه ;2;الدمام;القرية الشعبية 
وتكون مقر لتناول الشاي والقهوه العربيه والدخول لها بسلم متحرك على أن تكون للعوائل;2;الدمام;القرية الشعبية 
المحل حالين لا يعمل او انتقل للي موقع اخر;2;الدمام;القرية الشعبية 
كنت مدعوا والممانع واسع وكبير وهو الفرع الجديد البديل عن السابق بجانب اللولو وبوجد به متحف سيارات و مقتنيات.;2;الدمام;القرية الشعبية 
هي عبارة عن مطعم للماكولات الشعبية تقع على كورنيش بمدينة الدمام طرق الملك عبدالله بن عبدالعزيز رحمه الله وأسكنه فسيح جناته وطيب الله ثراه.;2;الدمام;القرية الشعبية 
الموقع مغلق وتم الانتقال للموقع الجديد فالواجهة البحرية;2;الدمام;القرية الشعبية 
شقة مكونه من طابقين وصاله كبيره و ? حمامات ومطبخ و? غرف نوم و? اسرة منفصله وسرير كبير;2;الدمام;القرية الشعبية 
القرية الشعبية في منطقة الدمام موقع تراثي يوجد العديد من المقتنيات الشعبية.;2;الدمام;القرية الشعبية 
هناك تماثيل مجسمة في المتحف;2;الدمام;القرية الشعبية 
تجي ويجلسوك على طاوله وستاره;2;الدمام;القرية الشعبية 
 أهل المنطقه ومواليدها مش سياح ;2;الدمام;القرية الشعبية 
التحديث الجديد لشكل القرية الشعبية بجوله تراثية ;2;الدمام;القرية الشعبية 
يحتاج المكان الى ادارة افضل من الادارة الحالية;2;الدمام;القرية الشعبية 
 الدور الأرضي والأول يوجد فيه المطعم مُقسم لأركان حسب مناطق المملكة (مثل ركن عسير، ركن نجد).;2;الدمام;القرية الشعبية 
الدور الثاني يوجد فيه متحف وصالة العاب واستديو تصوير وسوق شعبي، المتحف رائع جداً;2;الدمام;القرية الشعبية 
انتقل الى فرعه الجديد .واجهة الدمام الكورنيش الجديد .;2;الدمام;القرية الشعبية 
ويعتبر من اهم الواجهات السياحيه في مدينة الدمام ..;2;الدمام;القرية الشعبية 
التعرف على تراث الاجداد ;2;الدمام;القرية الشعبية 
 تقديم ضيافه مثل قهوه عربيه او شاهي;2;الدمام;القرية الشعبية 
تحتاج الى تطوير اكبر;2;الدمام;القرية الشعبية 
التنويه عن الانتقال الى مكان اخر في الموقع القديم ذاته لا يكفي;2;الدمام;القرية الشعبية 
متحف ومطعم شعبي;2;الدمام;القرية الشعبية 
انواع الشاهي والقهوه وحلا ومكابيس مثلوثه وكل الأكلات الشعبيه ;2;الدمام;القرية الشعبية 
المكان عبارة عن مطعم و منطقة تراثية رسوم الدخول للفرد ب 20 ريال ;2;الدمام;القرية الشعبية 
 الدور الارضي تراثيات و المطعم الرئيسي ;2;الدمام;القرية الشعبية 
 الدور الاول غرف المناطق عسير و الطائف ;2;الدمام;القرية الشعبية 
 الدور الثاني حيوانات محنطة وسيارات كلاسيكية و اثريات وسوق تراثي ;2;الدمام;القرية الشعبية 
و يوجد مطل للبحر يفضل انك تجي للمكان العصر عشان;2;الدمام;القرية الشعبية 
 تشوف البحر من المطل ;2;الدمام;القرية الشعبية 
مطعم ومقهى ومتحف ;2;الدمام;القرية الشعبية 
على الواجهه البحرية واكلهم ;2;الدمام;القرية الشعبية 
فيه أشياء كثيرة تذكرنا بالتراث;2;الدمام;القرية الشعبية 
المتحف الدخول للنفر ب20 ريال ;2;الدمام;القرية الشعبية 
وفيه جلسات في الخلف;2;الدمام;القرية الشعبية 
وجود المتاحف والسيارات الكلاسيكيه التراثية;2;الدمام;القرية الشعبية 
الدور الثاني فيه معرض  ومحلات;2;الدمام;القرية الشعبية 
يوجد مطعم الجريش والمثلوثه;2;الدمام;القرية الشعبية 
على كرنيش الدمام الواجهة البحرية .;2;الدمام;القرية الشعبية 
فيها مطاعم وكذالك متاحف واشياء قديمة .;2;الدمام;القرية الشعبية 
ترجع بها ذاكرتك للماضي ;2;الدمام;القرية الشعبية 
المكان عبارة عن مقهى ومتحف ومطعم وسوق شعبي صغير;2;الدمام;القرية الشعبية 
أسبوع وينتقلون للمبنى الكبير على الكورنيش;2;الدمام;القرية الشعبية 
بل انتقلوا للمبنى الحديد;2;الدمام;القرية الشعبية 
يوجد محلات تجارية ومطعم ومقهى ومتحف;2;الدمام;القرية الشعبية 
كيف  تدير القرية يحتاج إلى تغيير سياسات إدارة القرية;2;الدمام;القرية الشعبية 
مطعم ومتحف في نفس الوقت تقع في حي الشاطئ بالقرب من الشيراتون على طريق الأمير محمد بن فهد ;2;الدمام;القرية الشعبية 
وقريبا سوف تكون بمقرها الجديد على الواجهة البحرية بالدمام.;2;الدمام;القرية الشعبية 
 تعد القرية الشعبية إحدى المعالم السياحية البارزة بالمنطقة الشرقية;2;الدمام;القرية الشعبية 
 حيث أن زيارتها تغني المرء;2;الدمام;القرية الشعبية 
السوق الشعبي النسائي يقع بالدمام على شارع الخزان ;2;الدمام;القرية الشعبية 
تم تجديده الى مبنى بتصميم المساكن التراثيه  ;2;الدمام;القرية الشعبية 
يضم محلات نسائية للذكريات بتصميم الجديد بالقديم جيل الطيبين;2;الدمام;القرية الشعبية 
وجود متحف غير المطعم الغرفه الخاصه;2;الدمام;القرية الشعبية 
كل شي فيها من ماضي للحاضر مفروشات ملابس عطور ;2;الدمام;القرية الشعبية 
ديكور كنب هدايا ورد العاب اطفال واقمشه;2;الدمام;القرية الشعبية 
 فيها محل فساتين اطفال اسمه (بسكوتي) ;2;الدمام;القرية الشعبية 
تحوي مطعم ومتحف لمختلف الادوات والسيارات;2;الدمام;القرية الشعبية 
يوجد الحيوانات المحنطه ;2;الدمام;القرية الشعبية 
 ان كنت تريد المتحف ومن ثما المطعم الافضل انك تدخل قبل ;2;الدمام;القرية الشعبية 
بها سوق شعبي و كافيه ومطعم وقاعة اجتماعات;2;الدمام;القرية الشعبية 
مكان تراثي;2;الدمام;القرية الشعبية 
تعد القرية الشعبية إحدى المعالم السياحية البارزة بالمنطقة الشرقية;2;الدمام;القرية الشعبية 
، حيث أن زيارتها تغني المرء عن التجوال وتختصر المسافات;2;الدمام;القرية الشعبية 
. ويمكن للزائر الكريم التعرف على الحضارة السعودية بماضيها وحاضرها من خلال التجول في القرية الشعبية بطوابقها الخمس. ة;2;الدمام;القرية الشعبية 
فابتداء من البهو العظيم وعبر جولتكم في أروقتها ستتعرفون على نجد وجلساتها الدافئ;2;الدمام;القرية الشعبية 
مطعم مبنى تراثي في موقع متميز على كورنيش الدمام ;2;الدمام;القرية الشعبية 
يعرض بعض المواد التراثيه اكل شعبي في كباين مخصصه جيد للعائلات ولاصطحاب;2;الدمام;القرية الشعبية 
رحت للمطعم اليوم الفرع القديم طلعوا ناقلينه للواجهه البحريه، بعد ما وصلنا;2;الدمام;القرية الشعبية 
هذا ما كان موجود بالفرع السابق قلنا مو مشكلة ندخل فرع جديد ومساحة اكيد يستاهل;2;الدمام;القرية الشعبية 
سوق متكامل يضم جميع الانشطه التجاريه المتعلقه بالاثاث المنزلي ;2;الدمام;القرية الشعبية 
والملابس الرجاليه والنسائيه والأطفال والمطاعم ;2;الدمام;القرية الشعبية 
وملاهي للأطفال ومسجد كبير جدا بالاضافه أنشطه مختلفه;2;الدمام;القرية الشعبية 
 بالاجمال سوق ملائم للعائلات تحت مسمى القرية الشعبية....;2;الدمام;القرية الشعبية 
معلم ضخم من معالم المنطقة الشرقية. يحتوي على متحف تراثي وسوق شعبي ;2;الدمام;القرية الشعبية 
هذا بالإضافة إلى المطعم والمقهى;2;الدمام;القرية الشعبية 
قرية  اشبه بالمتحف مع عرض بعض المشغولات والحرفيين ;2;الدمام;القرية الشعبية 
بشكل عام المكان وخاصة المقتنيات وطريقه عرضها ;2;الدمام;القرية الشعبية 
يحوي تحف تاريخية وتراثية وعرض مجموعة من السيارات;2;الدمام;القرية الشعبية 
مكان تراثي يضم مطعم متعدد الاصناف من جميع مناطق المملكة ;2;الدمام;القرية الشعبية 
و متحف عريق للحضارة السعودية و سوق شعبي مصغر;2;الدمام;القرية الشعبية 
 بالاضافة الى موقعه الاستراتيجي على كورنيش الواجهة البحرية بالدمام ;2;الدمام;القرية الشعبية 
المكان يعتبر مقهى ومطعم ومتحف;2;الدمام;القرية الشعبية 
المتحف والمعرض السيارات;2;الدمام;القرية الشعبية 
تجمع مطعم ومتحف وسوق شعبي ;2;الدمام;القرية الشعبية 
هناك مطعم يقدم الشاي والقهوه العربيه ;2;الدمام;القرية الشعبية 
مطعم يقدم الأكلات الشعبيه بالاضافة للمقبلات والمشاوي ;2;الدمام;القرية الشعبية 
يوجد جلسات شعبيه عربيه او طاولات وكذالك غرف للايجار للمناسبات;2;الدمام;القرية الشعبية 
يوجد في الدور الارضي المقهى والمطعم والدور;2;الدمام;القرية الشعبية 
الدور الارضي جلسات للمطعم يقدم أكلات شعبية كل م يخطر ع بالك ;2;الدمام;القرية الشعبية 
الدور الاول فهي غرف لجميع المناطق تحاكي ثقافات الدور الثاني يضم المتاحف كذلك ;2;الدمام;القرية الشعبية 
القرية الشعبية في مدينة الدمام تختلف عن القرية الشعبية الموجودة في الأحساء ;2;الدمام;القرية الشعبية 
القرية الشعبية حيث الأخيرة عبارة عن سوق كبيرة للأثاث والمفروشات المتنوعة;2;الدمام;القرية الشعبية 
يوجد جلسات وطاولات وخصوصيه للعوائل ;2;الدمام;القرية الشعبية 
ويوجد مناظر لجميع المناطق لتبين ما كانوا يعيشونه وتحف قديمه تاريخيه ;2;الدمام;القرية الشعبية 
تعود المتاحف لزمن قديم ودمج بالحضاره وتطور مع الرؤية 2030  بأنوار وإضاءات ;2;الدمام;القرية الشعبية 
القريه الشعبيه عباره عن مطعم كبير جداً في كورنيش الخبر;2;الدمام;القرية الشعبية 
 يتميز بطابعه الشعبي واكلاته الشعبيه من مختلف مناطق المملكه;2;الدمام;القرية الشعبية 
 فيه جلسات مفتوحه وغرف مسكره;2;الدمام;القرية الشعبية 
 لمن يريد مزيد من الخصوصيه يوجد غرف مغلقه ;2;الدمام;القرية الشعبية 
المكان يعتبر سمة من سمات الدمام;2;الدمام;القرية الشعبية 
لكن تحتاج الغرف لمزيد من العناية بالروائح والاهتمام;2;الدمام;القرية الشعبية 
أشهر مطعم تراثي و متحف في المنطقة الشرقيه;2;الدمام;القرية الشعبية 
جميع الاكلات الشعبيه متوفره من هريس و جريش و مرقوق و عصيده;2;الدمام;القرية الشعبية 
يحتاج المتحف الي بيانات توضيحية لمواد المتحف ;2;الدمام;القرية الشعبية 
يحتاج الى لتوضيح اسمها وتاريخها;2;الدمام;القرية الشعبية 
ويمكن توزيع بعضها علي باقي المبني ;2;الدمام;القرية الشعبية 
يسوقون للتسوق وإطلالة على بحر;2;الدمام;القرية الشعبية 
انا زرت المكان القديم لمطعم القرية الشعبيه;2;الدمام;القرية الشعبية 
ندور علوم الامن البيئي;2;الدمام;القرية الشعبية 
المطعم للأكلات النجدية;2;الدمام;القرية الشعبية 
الصور و المجسمات التراثية تعطي طابع تراثي ;2;الدمام;القرية الشعبية 
المتحف والسوق انتقال للفرع الجديد;2;الدمام;القرية الشعبية 
مطعم ومتحف القرية الشعبية بحلته الجديدة في الواجهة البحرية بكورنيش الدمام;2;الدمام;القرية الشعبية 
مكان عبارة عن متحف و مطعم شعبي ومحلات شعبية و مقهى وقاعة حفلات;2;الدمام;القرية الشعبية 
مهرجان الشرقيه الترفيهي فيه بازارات مفتوحه وفي ملاهي للصغار;2;الدمام;القرية الشعبية 
يميل الى القدامة والمبني الشعبي مع التحف الأثرية ;2;الدمام;القرية الشعبية 
والمتحف ويضم السيارات القديمة والأسواق الشعبيه.;2;الدمام;القرية الشعبية 
يوجود متاحف عديدة في الدور الثاني;2;الدمام;القرية الشعبية 
 خيارات الطعام متعددة;2;الدمام;القرية الشعبية 
يوجد الجلسات ارضيه;2;الدمام;القرية الشعبية 
اتمنى زيادة التنوع في الدور الارضي والأول في ثقافات والابنية المختلفة;2;الدمام;القرية الشعبية 
مناطق المملكة فهي ثرية ومتنوعة يمكنكم جعل كل غرفة تمثل ثقافة مدينة سيكون هناك جذب وثقافة ثرية.;2;الدمام;القرية الشعبية 
فيها متحف وسوق شعبي ومطعم شعبي;2;الدمام;القرية الشعبية 
فيه جولة على متحف تاريخي وسوق شعبي مصغر;2;الدمام;القرية الشعبية 
مكان سياحي فداخله متحف ;2;الدمام;القرية الشعبية 
متحف ومطعم بنفس الوقت;2;الدمام;القرية الشعبية 
القرية الشعبية على كورنيش الدمام المبنى جديد يقدم الأكل مثل المندي والمظبي والجريش والايدامات والحلا وأنواع من الأكلات المتعدده;2;الدمام;القرية الشعبية 
رحت للمطعم اليوم الفرع القديم طلعوا ناقلينه للواجهه البحريه;2;الدمام;القرية الشعبية 
سوق للمحلات تبيع قطاعي متفاوته لحد;2;الدمام;القرية الشعبية 
من أبرز الأماكن في المنطقة الشرقية;2;الدمام;القرية الشعبية 
الإضافة إلى مطاعم وكفي وجلسات متنوعة;2;الدمام;القرية الشعبية 
موقع تراثي به العديد من التحف والآثار;2;الدمام;القرية الشعبية 
مطعم شعبي يحوي متحف مبسّط;2;الدمام;القرية الشعبية 
"فيه معرض  ومحلات الدور الأرضي
";2;الدمام;القرية الشعبية 
الدور الأرضي يوجد مطعم وكوفي;2;الدمام;القرية الشعبية 
الدور الثاني غرف مقفله عن تراث المناطق ويجب أن تستغل ;2;الدمام;القرية الشعبية 
معلم سياحي بداخله متحف الأشياء القديمة وبعض المحلات ذات الصله بالمورث الشعبي;2;الدمام;القرية الشعبية 
 والمطعم يوجد وبه جلسات ارضيه وطاولات وغرف معزوله;2;الدمام;القرية الشعبية 
موقع لبعض الفعاليات والعاب الأطفال;2;الدمام;القرية الشعبية 
لدي اقتراح بأن يتم تغيير اسم صالة الاحتفالات إلى صالة المناسبات ليكون ملائما مع جميع أنواع المناسبات ;2;الدمام;القرية الشعبية 
تحوي مطعم ومتحف لمختلف الادوات والسيارات والحيوانات المحنطه ;2;الدمام;القرية الشعبية 
الوثائق اللي فيها والصور والسيارات;2;الدمام;القرية الشعبية 
يحتاج العربات المتنقله حق توفر الماكولات;2;الدمام;القرية الشعبية 
هو مطعم عباره عن طابقين فيه غرف مغلقه الغرف;2;الدمام;القرية الشعبية 
مطعم يوجد بطابعه الثراثي ينقلك للماضي بأطباقه وديكوراته التراثية،;2;الدمام;القرية الشعبية 
لجلسات الغرف المغلقة وبه متحف ثري بمحتوياته وسوق شعبي وبه إطلالة على الخليج.;2;الدمام;القرية الشعبية 
"القري الشعبيه  مكان سياحي والتراثي
";2;الدمام;القرية الشعبية 
"تقع على الكورنيش الدمام
";2;الدمام;القرية الشعبية 
مباني يوجد مواقف لسيارات;2;الدمام;القرية الشعبية 
قرية عظيمة و تعطي إنطباع تراثي قيّم;2;الدمام;القرية الشعبية 
الدور الثاني طاولات الطعام المبنى مزود بمصاعد;2;الدمام;القرية الشعبية 
يوجد بها قاعة كبيرة للمناسبات;2;الدمام;القرية الشعبية 
التراث والنقوشات القديمة ع الأبواب والنوافذ ;2;الدمام;القرية الشعبية 
النقوشات القديمة على طاولات الطعام والجلسات المختلفه من تراث نجد وعسير والباحة;2;الدمام;القرية الشعبية 
